gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gene_3784	protein_coding	3496	1776	2378	1913	787	1672
Gene_3785	pseudogene	2775	881	2165	1774	3159	988
Gene_3786	lncRNA	2590	1173	2515	1316	2019	1848
Gene_3787	protein_coding	673	571	138	1489	3200	2921
Gene_3788	protein_coding	1299	1051	893	1347	771	1375
Gene_3789	protein_coding	645	1886	1782	979	635	371
Gene_3790	protein_coding	1027	354	4170	185	2986	109
Gene_3791	protein_coding	1903	975	1340	1837	953	2030
Gene_3792	protein_coding	427	700	1076	1520	789	213
Gene_3793	protein_coding	483	329	715	1201	985	136
Gene_3794	lncRNA	2197	2521	2065	1520	2643	3001
Gene_3795	protein_coding	1165	1149	1674	1391	1477	1886
Gene_3796	protein_coding	974	1751	1622	734	629	263
Gene_3797	protein_coding	1184	939	821	185	2971	3006
Gene_3798	protein_coding	757	1464	1220	1545	1506	876
Gene_3799	lncRNA	343	195	172	461	202	132
Gene_3800	protein_coding	681	762	1415	636	1000	557
Gene_3801	protein_coding	891	738	1128	491	942	1334
Gene_3802	protein_coding	26	113	48	73	39	71
Gene_3803	pseudogene	454	503	265	390	401	642
Gene_3804	protein_coding	640	1004	146	113	233	633
Gene_3805	lncRNA	930	520	5978	4720	6365	914
Gene_3806	protein_coding	1464	2507	776	1930	757	828
Gene_3807	pseudogene	2645	817	1737	531	2217	1388
Gene_3808	pseudogene	513	68	135	261	166	87
Gene_3809	protein_coding	682	1369	1059	518	353	367
Gene_3810	protein_coding	900	655	642	2231	968	1765
Gene_3811	protein_coding	671	795	1094	583	212	365
Gene_3812	protein_coding	382	1509	181	919	489	428
Gene_3813	protein_coding	529	634	1302	527	2371	1834
Gene_3814	protein_coding	267	580	73	407	549	605
Gene_3815	protein_coding	894	29	1047	186	14	568
Gene_3816	protein_coding	772	2649	684	477	1534	643
Gene_3817	protein_coding	99	342	1397	49	77	211
Gene_3818	pseudogene	1445	922	675	532	170	1970
Gene_3819	protein_coding	2068	2654	2702	190	2223	1005
Gene_3820	protein_coding	3276	2013	122	124	1863	230
Gene_3821	protein_coding	1228	54	634	496	792	1179
Gene_3822	pseudogene	814	920	1700	1203	679	542
Gene_3823	protein_coding	212	356	559	279	327	566
Gene_3824	protein_coding	597	2035	292	665	701	825
Gene_3825	lncRNA	1892	2021	1000	3897	3617	805
Gene_3826	protein_coding	540	418	823	310	578	271
Gene_3827	protein_coding	1190	1435	1409	2375	1564	815
Gene_3828	protein_coding	30	33	42	28	11	18
Gene_3829	protein_coding	769	467	569	1022	342	568
Gene_3830	lncRNA	594	496	415	545	661	654
Gene_3831	protein_coding	294	462	445	453	569	490
Gene_3832	lncRNA	448	65	60	54	170	66
Gene_3833	protein_coding	742	792	1492	1090	570	1248
Gene_3834	protein_coding	246	406	295	432	284	408
Gene_3835	protein_coding	386	151	869	148	472	775
Gene_3836	lncRNA	248	210	757	292	624	383
Gene_3837	protein_coding	473	254	179	414	492	373
Gene_3838	protein_coding	2599	963	368	598	2581	790
Gene_3839	pseudogene	2298	1143	1874	1950	3101	1378
Gene_3840	pseudogene	459	374	313	529	1425	438
Gene_3841	protein_coding	657	562	1080	354	618	592
Gene_3842	protein_coding	3231	1091	1266	2057	573	1021
Gene_3843	protein_coding	5970	2161	0	2	20	22
Gene_3844	protein_coding	4184	2920	2749	2860	1513	554
Gene_3845	protein_coding	266	380	216	601	271	700
Gene_3846	protein_coding	2114	3514	1046	1071	454	1688
Gene_3847	protein_coding	1228	1354	955	960	653	1119
Gene_3848	protein_coding	842	2330	1008	686	1169	486
Gene_3849	protein_coding	576	1893	577	839	1719	1564
Gene_3850	lncRNA	296	113	166	115	391	207
Gene_3851	lncRNA	287	1188	808	762	282	793
Gene_3852	lncRNA	1570	1003	1078	1912	4415	2250
Gene_3853	protein_coding	1254	976	929	515	1279	1214
Gene_3854	protein_coding	1036	1334	1577	973	990	925
Gene_3855	protein_coding	2364	121	1457	2422	3906	1120
Gene_3856	lncRNA	744	832	1255	665	1207	647
Gene_3857	protein_coding	1946	2699	1420	603	923	1673
Gene_3858	protein_coding	768	119	498	1191	2193	1334
Gene_3859	protein_coding	690	518	329	1009	213	799
Gene_3860	protein_coding	5772	2727	3755	4390	1539	2585
Gene_3861	protein_coding	82	41	125	53	78	69
Gene_3862	pseudogene	836	410	226	902	604	539
Gene_3863	protein_coding	1708	798	441	378	1185	1343
Gene_3864	protein_coding	3021	4024	2658	1112	2724	2002
Gene_3865	protein_coding	1829	7450	1541	984	2790	2679
Gene_3866	protein_coding	905	3415	2184	452	387	1440
Gene_3867	protein_coding	2090	4111	1091	1293	3495	2502
Gene_3868	protein_coding	1034	1213	469	1138	616	255
Gene_3869	protein_coding	771	1074	1768	1317	1086	1216
Gene_3870	protein_coding	268	1104	123	160	760	224
Gene_3871	protein_coding	64	613	1257	618	798	582
Gene_3872	protein_coding	7721	7043	3446	23665	467	6445
Gene_3873	protein_coding	371	115	2256	411	992	372
Gene_3874	pseudogene	654	952	2915	989	1925	1110
Gene_3875	protein_coding	189	70	449	335	339	447
Gene_3876	lncRNA	425	435	23	74	751	218
Gene_3877	protein_coding	187	195	175	125	120	155
Gene_3878	protein_coding	1	492	690	52	5	6313
Gene_3879	protein_coding	294	95	67	17	155	917
Gene_3880	protein_coding	410	656	129	544	1694	2017
Gene_3881	protein_coding	146	136	277	280	209	141
Gene_3882	pseudogene	415	876	141	2820	422	2526
Gene_3883	protein_coding	677	1497	503	1764	808	1298
Gene_3884	lncRNA	1141	737	867	655	2919	2044
Gene_3885	protein_coding	483	237	662	586	402	162
Gene_3886	protein_coding	925	1040	588	1160	741	652
Gene_3887	protein_coding	497	444	720	873	1987	532
Gene_3888	lncRNA	1523	3387	4146	1892	1505	2624
Gene_3889	protein_coding	4	286	27	26	4	5
Gene_3890	lncRNA	400	243	885	602	922	1707
Gene_3891	protein_coding	495	987	1106	610	480	700
Gene_3892	protein_coding	22	178	21	308	37	175
Gene_3893	protein_coding	823	1097	994	195	592	726
Gene_3894	protein_coding	576	1275	974	835	1193	792
Gene_3895	protein_coding	207	393	411	248	249	320
Gene_3896	protein_coding	991	1296	1168	1265	863	1382
Gene_3897	pseudogene	1572	747	1778	840	465	1184
Gene_3898	protein_coding	35	201	107	40	16	215
Gene_3899	protein_coding	24	17	309	30	42	50
Gene_3900	lncRNA	640	1773	1818	3316	2838	5742
Gene_3901	protein_coding	51	422	110	605	69	141
Gene_3902	protein_coding	434	350	303	358	221	248
Gene_3903	protein_coding	1091	1498	538	1166	1501	2496
Gene_3904	protein_coding	1796	1053	1434	2466	3377	1433
Gene_3905	protein_coding	587	943	1483	223	367	392
Gene_3906	protein_coding	3892	4358	2645	2487	1977	3091
Gene_3907	protein_coding	296	1575	387	877	2293	1681
Gene_3908	protein_coding	1708	509	589	641	1744	888
Gene_3909	lncRNA	2102	1017	933	144	1214	398
Gene_3910	protein_coding	818	866	1153	880	1939	496
Gene_3911	protein_coding	280	977	545	634	425	808
Gene_3912	protein_coding	2663	2664	4000	2747	3078	2262
Gene_3913	protein_coding	1851	1283	923	1174	1137	1601
Gene_3914	protein_coding	574	1079	802	717	399	595
Gene_3915	protein_coding	841	907	1181	932	784	435
Gene_3916	protein_coding	913	827	964	474	232	335
Gene_3917	lncRNA	1832	295	437	258	1329	294
Gene_3918	protein_coding	107	72	127	180	87	151
Gene_3919	protein_coding	157	192	244	287	102	227
Gene_3920	protein_coding	1306	1199	472	1800	1185	699
Gene_3921	protein_coding	739	482	1019	893	988	1726
Gene_3922	protein_coding	801	1405	1604	706	2203	833
Gene_3923	protein_coding	376	208	447	807	300	244
Gene_3924	protein_coding	947	1616	1263	796	953	2579
Gene_3925	protein_coding	983	980	1210	2486	549	223
Gene_3926	protein_coding	294	104	541	351	278	282
Gene_3927	protein_coding	1195	1885	1194	2380	1013	1416
Gene_3928	protein_coding	1012	3137	1912	1996	3233	1885
Gene_3929	protein_coding	518	1107	2120	798	682	892
Gene_3930	pseudogene	524	1620	67	177	232	599
Gene_3931	lncRNA	315	339	423	356	342	311
Gene_3932	protein_coding	496	720	732	379	294	545
Gene_3933	protein_coding	1418	1209	1933	681	1450	1075
Gene_3934	protein_coding	882	562	3556	2579	932	662
Gene_3935	protein_coding	3075	2603	2038	3488	2083	1891
Gene_3936	protein_coding	244	402	438	507	72	354
Gene_3937	pseudogene	1369	1356	1247	813	1065	705
Gene_3938	protein_coding	2397	1414	2750	1216	850	703
Gene_3939	protein_coding	351	357	313	346	168	265
Gene_3940	protein_coding	605	133	292	1531	1947	389
Gene_3941	protein_coding	1663	1349	1967	1922	1834	1206
Gene_3942	protein_coding	241	432	273	346	194	812
Gene_3943	protein_coding	3631	726	963	4740	3385	1770
Gene_3944	protein_coding	1475	1074	411	1637	1215	578
Gene_3945	pseudogene	1225	2961	3317	2663	787	2151
Gene_3946	protein_coding	290	280	487	187	346	287
Gene_3947	lncRNA	1208	1043	1447	2233	1841	4863
Gene_3948	protein_coding	117	2144	1321	691	487	1204
Gene_3949	protein_coding	1411	479	506	202	1189	1080
Gene_3950	protein_coding	261	1589	333	836	842	731
Gene_3951	protein_coding	404	477	239	589	323	337
Gene_3952	pseudogene	133	135	379	142	127	221
Gene_3953	protein_coding	653	500	922	497	1080	301
Gene_3954	protein_coding	850	1137	513	1822	364	837
Gene_3955	protein_coding	1784	6496	2678	537	2089	2179
Gene_3956	protein_coding	1281	1544	1022	1083	1811	2650
Gene_3957	protein_coding	442	102	349	382	353	1108
Gene_3958	protein_coding	16	0	398	542	1	0
Gene_3959	protein_coding	2097	810	386	1271	434	665
Gene_3960	protein_coding	438	344	659	325	485	357
Gene_3961	protein_coding	343	735	793	105	1001	234
Gene_3962	protein_coding	904	1951	773	2399	635	651
Gene_3963	pseudogene	1036	767	1650	1143	1074	734
Gene_3964	protein_coding	2182	1757	3025	1369	2312	1702
Gene_3965	protein_coding	668	799	764	630	665	862
Gene_3966	protein_coding	1532	1554	2691	633	706	2513
Gene_3967	protein_coding	2230	630	3031	1873	2514	2636
Gene_3968	lncRNA	110	245	155	88	210	95
Gene_3969	protein_coding	2376	2635	1548	215	1139	553
Gene_3970	protein_coding	249	243	408	468	589	300
Gene_3971	protein_coding	693	761	678	233	1056	835
Gene_3972	protein_coding	263	193	218	471	800	239
Gene_3973	protein_coding	366	745	459	1219	794	1154
Gene_3974	lncRNA	645	4440	1444	200	2845	1013
Gene_3975	protein_coding	1180	1290	2150	1397	1237	1347
Gene_3976	lncRNA	544	2735	3478	1200	2341	1419
Gene_3977	protein_coding	806	412	731	502	515	729
Gene_3978	protein_coding	254	29	518	648	491	350
Gene_3979	lncRNA	1730	1162	1177	1594	865	952
Gene_3980	lncRNA	1466	851	634	561	258	1061
Gene_3981	protein_coding	417	420	351	562	462	581
Gene_3982	lncRNA	843	372	407	1190	214	934
Gene_3983	protein_coding	954	501	960	358	212	594
Gene_3984	protein_coding	199	172	49	159	88	278
Gene_3985	protein_coding	891	938	1688	1182	1644	830
Gene_3986	protein_coding	3027	1939	1870	2621	3097	1309
Gene_3987	protein_coding	2637	3109	1907	886	1276	446
Gene_3988	protein_coding	1938	1169	1620	3793	1602	2752
Gene_3989	protein_coding	484	653	1679	1049	850	1021
Gene_3990	protein_coding	2053	951	504	845	1291	1107
Gene_3991	protein_coding	1175	2601	478	763	968	1360
Gene_3992	pseudogene	695	1890	4030	4242	3468	2934
Gene_3993	protein_coding	1418	665	1300	619	235	272
Gene_3994	protein_coding	1313	2411	1882	5197	1433	564
Gene_3995	protein_coding	2246	1907	1711	176	783	1306
Gene_3996	protein_coding	1643	1619	2464	1352	2199	1691
Gene_3997	protein_coding	951	796	1702	543	1538	770
Gene_3998	protein_coding	740	680	786	930	3691	614
Gene_3999	protein_coding	2081	396	755	1321	8323	7387
Gene_4000	protein_coding	348	913	747	376	541	577
Gene_4001	protein_coding	1041	0	34	197	54	175
Gene_4002	pseudogene	92	131	145	103	294	281
Gene_4003	protein_coding	112	172	43	61	295	180
Gene_4004	lncRNA	181	459	192	477	590	288
Gene_4005	protein_coding	140	82	105	59	59	52
Gene_4006	protein_coding	1787	509	1698	1263	979	715
Gene_4007	protein_coding	1670	78	55	53	3614	268
Gene_4008	protein_coding	1030	956	2813	2911	2063	1276
Gene_4009	protein_coding	1039	1096	637	217	1519	390
Gene_4010	pseudogene	1787	1161	1473	1992	811	1198
Gene_4011	protein_coding	2164	3508	2110	5591	978	2359
Gene_4012	protein_coding	602	864	433	492	780	823
Gene_4013	protein_coding	438	461	543	432	474	278
Gene_4014	protein_coding	369	663	140	818	201	1122
Gene_4015	protein_coding	109	1411	518	1368	1044	671
Gene_4016	protein_coding	61	10	9	430	590	41
Gene_4017	protein_coding	784	1540	184	2275	966	2339
Gene_4018	lncRNA	633	1752	1157	1090	1657	1395
Gene_4019	protein_coding	537	1061	1280	759	2435	164
Gene_4020	protein_coding	782	1737	2949	3585	4109	866
Gene_4021	protein_coding	574	384	217	488	251	524
Gene_4022	protein_coding	349	143	513	263	249	79
Gene_4023	lncRNA	318	335	1209	7398	658	94
Gene_4024	protein_coding	5538	2935	30	1514	1489	392
Gene_4025	protein_coding	554	962	1677	1124	1569	1157
Gene_4026	protein_coding	2004	207	744	553	815	1035
Gene_4027	protein_coding	1368	1647	1951	1852	679	930
Gene_4028	protein_coding	1113	578	1629	8247	5420	4594
Gene_4029	protein_coding	532	243	1314	792	837	660
Gene_4030	protein_coding	1283	152	975	1051	765	285
Gene_4031	lncRNA	771	548	115	692	383	1435
Gene_4032	pseudogene	1351	1440	1904	1163	2022	1106
Gene_4033	pseudogene	62	4206	22	2092	326	291
Gene_4034	pseudogene	1262	1204	631	1182	1706	1486
Gene_4035	pseudogene	152	335	633	192	470	1428
Gene_4036	protein_coding	305	1192	53	1860	708	1575
Gene_4037	protein_coding	4299	693	921	3501	1505	3820
Gene_4038	protein_coding	724	1485	847	699	392	674
Gene_4039	protein_coding	270	3	172	675	402	153
Gene_4040	protein_coding	760	571	355	1495	996	1444
Gene_4041	protein_coding	1190	1462	69	1024	647	1520
Gene_4042	protein_coding	1329	369	252	204	643	575
Gene_4043	protein_coding	738	227	2257	773	12	722
Gene_4044	protein_coding	865	636	383	631	1061	1069
Gene_4045	protein_coding	1399	1436	700	1118	684	649
Gene_4046	protein_coding	1211	895	312	1125	365	2218
Gene_4047	lncRNA	502	418	771	383	431	510
Gene_4048	protein_coding	5854	4652	4610	3128	4940	2487
Gene_4049	lncRNA	2832	574	786	24	901	1641
Gene_4050	protein_coding	1386	888	1404	773	2168	999
Gene_4051	lncRNA	1405	212	410	439	81	154
Gene_4052	protein_coding	237	19	1147	915	350	723
Gene_4053	pseudogene	898	56	968	2126	1455	393
Gene_4054	protein_coding	202	215	146	113	148	176
Gene_4055	pseudogene	540	222	141	70	124	20
Gene_4056	protein_coding	1603	1167	372	1701	1082	959
Gene_4057	lncRNA	513	776	61	862	1634	2024
Gene_4058	protein_coding	809	811	757	1324	1099	677
Gene_4059	protein_coding	1023	621	1130	659	773	958
Gene_4060	protein_coding	2455	3590	1363	468	861	2522
Gene_4061	protein_coding	2324	3	330	543	334	703
Gene_4062	pseudogene	64	182	102	57	179	147
Gene_4063	protein_coding	470	511	460	448	119	249
Gene_4064	protein_coding	373	259	1224	627	468	87
Gene_4065	protein_coding	513	992	790	377	1206	785
Gene_4066	protein_coding	909	1441	2034	1158	1278	1117
Gene_4067	protein_coding	1273	1168	1877	1839	1174	1342
Gene_4068	protein_coding	464	279	564	997	558	587
Gene_4069	protein_coding	1585	563	1824	1722	887	1984
Gene_4070	protein_coding	2352	3514	621	313	634	1420
Gene_4071	protein_coding	435	1034	1207	393	663	349
Gene_4072	lncRNA	1281	2241	761	1033	1193	1076
Gene_4073	protein_coding	581	699	1302	622	378	474
Gene_4074	protein_coding	1527	1851	63	2484	1797	1951
Gene_4075	lncRNA	480	806	491	820	620	511
Gene_4076	pseudogene	603	359	112	638	610	372
Gene_4077	pseudogene	2509	1874	2522	4228	2848	2085
Gene_4078	protein_coding	99	24	164	107	313	44
Gene_4079	pseudogene	1098	520	1121	580	1317	933
Gene_4080	protein_coding	2987	1469	1490	928	2848	348
Gene_4081	protein_coding	431	563	492	789	291	396
Gene_4082	protein_coding	3214	2691	2807	1617	1394	1257
Gene_4083	protein_coding	442	1720	157	191	404	235
Gene_4084	protein_coding	748	8779	3246	1347	54	2034
Gene_4085	protein_coding	708	340	584	959	553	705
Gene_4086	lncRNA	283	296	232	158	212	196
Gene_4087	protein_coding	421	223	269	2935	595	2034
Gene_4088	protein_coding	1165	248	795	845	544	170
Gene_4089	protein_coding	55	183	86	47	99	33
Gene_4090	protein_coding	342	278	592	1556	220	636
Gene_4091	protein_coding	3696	1291	2046	1137	713	1369
Gene_4092	protein_coding	3745	1818	5878	1278	1873	1175
Gene_4093	protein_coding	262	143	744	719	430	360
Gene_4094	protein_coding	354	474	546	705	886	1159
Gene_4095	protein_coding	2018	1251	1349	3384	3431	3998
Gene_4096	protein_coding	851	901	319	472	161	495
Gene_4097	protein_coding	971	217	66	1509	133	63
Gene_4098	pseudogene	294	296	407	916	536	476
Gene_4099	protein_coding	545	308	277	497	509	840
Gene_4100	protein_coding	212	113	269	400	116	417
Gene_4101	protein_coding	659	1736	649	316	258	492
Gene_4102	protein_coding	115	143	165	137	147	297
Gene_4103	lncRNA	990	992	455	957	148	376
Gene_4104	protein_coding	5669	2343	2514	938	1204	1237
Gene_4105	protein_coding	471	203	251	389	673	115
Gene_4106	protein_coding	497	409	500	329	10	649
Gene_4107	protein_coding	1323	36	33	2414	2574	316
Gene_4108	pseudogene	207	2017	761	12	0	2347
Gene_4109	pseudogene	544	891	1137	386	1468	498
Gene_4110	protein_coding	443	185	1291	568	324	560
Gene_4111	protein_coding	1602	846	25	1184	624	2
Gene_4112	protein_coding	104	165	95	319	358	407
Gene_4113	lncRNA	169	604	354	297	790	388
Gene_4114	protein_coding	1008	641	783	597	456	115
Gene_4115	protein_coding	373	739	1857	345	3547	609
Gene_4116	protein_coding	2395	241	67	679	717	857
Gene_4117	lncRNA	202	537	146	235	352	991
Gene_4118	protein_coding	1272	556	7627	1539	2535	3435
Gene_4119	protein_coding	1068	3304	1607	768	1015	702
Gene_4120	protein_coding	2721	6464	1963	4339	3279	2354
Gene_4121	protein_coding	1308	749	1030	2542	853	2046
Gene_4122	protein_coding	606	328	1038	119	578	784
Gene_4123	lncRNA	1054	1641	2010	327	1648	1403
Gene_4124	protein_coding	1032	1116	1085	1036	959	94
Gene_4125	lncRNA	1837	1021	1102	2202	605	1562
Gene_4126	protein_coding	3499	1849	3320	1552	37	3724
Gene_4127	lncRNA	138	172	41	38	199	47
Gene_4128	pseudogene	742	170	730	1214	557	449
Gene_4129	protein_coding	1630	1063	725	391	248	218
Gene_4130	protein_coding	51	66	25	215	306	42
Gene_4131	protein_coding	1709	968	713	305	596	1405
Gene_4132	protein_coding	559	238	518	353	394	783
Gene_4133	pseudogene	889	2169	88	1539	1521	629
Gene_4134	pseudogene	422	531	1029	994	1075	595
Gene_4135	protein_coding	531	1099	603	683	454	723
Gene_4136	lncRNA	1152	373	721	2319	1785	637
Gene_4137	protein_coding	387	485	524	541	362	639
Gene_4138	protein_coding	878	437	465	368	177	470
Gene_4139	protein_coding	177	160	121	132	143	207
Gene_4140	protein_coding	1061	3045	238	3928	379	1417
Gene_4141	protein_coding	482	235	254	678	150	274
Gene_4142	protein_coding	1761	1700	2451	2396	1980	1380
Gene_4143	protein_coding	651	404	594	240	508	226
Gene_4144	pseudogene	1207	913	885	562	1268	1330
Gene_4145	protein_coding	272	566	225	110	1382	713
Gene_4146	protein_coding	58	164	338	394	234	851
Gene_4147	lncRNA	1228	1039	656	2026	619	1023
Gene_4148	protein_coding	888	183	1591	1877	1963	1958
Gene_4149	protein_coding	605	106	2019	1	620	50
Gene_4150	protein_coding	886	495	246	918	1342	143
Gene_4151	protein_coding	745	181	867	483	448	360
Gene_4152	protein_coding	11897	578	3743	6560	6398	2448
Gene_4153	protein_coding	2053	2256	437	605	2819	869
Gene_4154	protein_coding	26	46	74	49	2	60
Gene_4155	pseudogene	425	901	805	836	701	1092
Gene_4156	protein_coding	457	926	322	12	543	287
Gene_4157	lncRNA	1373	1221	1296	984	1291	1091
Gene_4158	protein_coding	1021	435	706	855	792	976
Gene_4159	protein_coding	830	361	1072	438	374	20
Gene_4160	protein_coding	466	213	365	426	106	558
Gene_4161	protein_coding	1475	897	910	864	1906	547
Gene_4162	protein_coding	554	1192	377	1210	591	1575
Gene_4163	lncRNA	534	72	697	264	238	334
Gene_4164	protein_coding	268	1672	1597	2032	590	247
Gene_4165	protein_coding	679	1337	544	231	632	634
Gene_4166	lncRNA	1280	1266	589	722	1042	4898
Gene_4167	protein_coding	1395	3153	487	278	814	331
Gene_4168	protein_coding	386	386	271	152	416	503
Gene_4169	protein_coding	1661	946	1213	675	1082	1580
Gene_4170	protein_coding	3760	1235	2976	3419	2847	2940
Gene_4171	protein_coding	492	1704	1914	744	407	536
Gene_4172	lncRNA	0	97	1250	137	1402	6
Gene_4173	protein_coding	914	170	616	346	860	805
Gene_4174	lncRNA	403	332	474	226	513	272
Gene_4175	protein_coding	280	402	1206	32	190	108
Gene_4176	protein_coding	243	1186	4	1442	2797	38
Gene_4177	protein_coding	319	465	251	228	148	492
Gene_4178	protein_coding	62	169	98	126	135	67
Gene_4179	lncRNA	3251	1494	131	294	1783	3705
Gene_4180	protein_coding	1264	342	490	867	250	1584
Gene_4181	lncRNA	1698	683	466	2293	542	529
Gene_4182	protein_coding	10	2	66	33	138	54
Gene_4183	protein_coding	287	961	1501	1075	705	467
Gene_4184	lncRNA	1609	79	1157	955	793	171
Gene_4185	protein_coding	753	3126	623	1158	519	1135
Gene_4186	pseudogene	1582	1901	1174	1740	1538	916
Gene_4187	lncRNA	2446	1108	1281	1203	1106	1910
Gene_4188	protein_coding	738	2884	727	315	945	4731
Gene_4189	protein_coding	675	334	901	649	2003	1873
Gene_4190	pseudogene	481	369	319	414	414	1037
Gene_4191	protein_coding	462	149	418	378	368	252
Gene_4192	protein_coding	183	44	136	105	48	501
Gene_4193	protein_coding	1084	1154	472	746	912	810
Gene_4194	lncRNA	475	242	578	930	1166	512
Gene_4195	protein_coding	422	170	625	243	261	411
Gene_4196	protein_coding	524	560	924	926	951	293
Gene_4197	protein_coding	665	2912	647	475	2441	1289
Gene_4198	protein_coding	1074	2398	977	1180	5375	3285
Gene_4199	protein_coding	203	1119	344	994	568	2432
Gene_4200	protein_coding	897	251	634	247	297	730
Gene_4201	protein_coding	643	1198	329	503	204	889
Gene_4202	protein_coding	1184	673	710	928	729	627
Gene_4203	lncRNA	586	442	577	585	442	395
Gene_4204	lncRNA	696	185	845	2719	1148	400
Gene_4205	protein_coding	639	867	880	1073	612	780
Gene_4206	protein_coding	338	565	440	188	697	342
Gene_4207	protein_coding	143	557	342	798	283	422
Gene_4208	pseudogene	199	916	504	49	115	898
Gene_4209	protein_coding	880	808	1679	389	717	1247
Gene_4210	lncRNA	92	38	56	33	47	98
Gene_4211	protein_coding	454	2802	20	1829	1101	2842
Gene_4212	lncRNA	17	146	80	90	717	848
Gene_4213	protein_coding	1000	101	326	874	835	417
Gene_4214	protein_coding	901	1397	570	364	677	383
Gene_4215	protein_coding	3013	4401	3654	646	2387	1467
Gene_4216	protein_coding	187	706	1655	447	570	1479
Gene_4217	protein_coding	161	971	513	16	755	225
Gene_4218	protein_coding	2711	369	4097	1237	1315	945
Gene_4219	protein_coding	909	1327	2230	6112	806	3791
Gene_4220	protein_coding	828	856	845	434	1375	431
Gene_4221	protein_coding	850	1426	790	298	501	1709
Gene_4222	protein_coding	735	1163	2349	1032	1146	986
Gene_4223	protein_coding	189	348	239	868	735	92
Gene_4224	protein_coding	1	223	214	131	6	37
Gene_4225	protein_coding	94	40	53	156	171	65
Gene_4226	pseudogene	252	560	96	86	95	211
Gene_4227	protein_coding	111	36	59	31	203	122
Gene_4228	protein_coding	71	49	129	148	50	252
Gene_4229	protein_coding	711	811	129	1616	130	583
Gene_4230	lncRNA	300	1282	766	813	243	893
Gene_4231	protein_coding	1365	906	1077	453	1626	2120
Gene_4232	protein_coding	407	165	49	210	402	242
Gene_4233	protein_coding	3342	2097	868	2643	1827	947
Gene_4234	pseudogene	738	3867	223	5302	3107	293
Gene_4235	protein_coding	588	59	1217	401	2312	589
Gene_4236	protein_coding	361	1813	2086	723	1947	527
Gene_4237	protein_coding	356	450	1756	1310	1324	206
Gene_4238	pseudogene	617	558	239	45	132	389
Gene_4239	protein_coding	437	914	822	552	853	794
Gene_4240	protein_coding	967	1800	2732	937	902	747
Gene_4241	protein_coding	59	43	243	129	101	94
Gene_4242	protein_coding	943	1068	657	2007	1584	484
Gene_4243	protein_coding	1285	1119	1090	1572	927	1666
Gene_4244	protein_coding	1249	697	708	591	1115	1489
Gene_4245	lncRNA	193	2140	374	485	1912	692
Gene_4246	protein_coding	558	1234	267	264	449	948
Gene_4247	protein_coding	561	991	625	481	350	673
Gene_4248	pseudogene	309	478	443	497	285	536
Gene_4249	protein_coding	249	1259	704	1003	698	1266
Gene_4250	protein_coding	1081	3014	2792	1484	2437	1925
Gene_4251	protein_coding	762	204	266	456	311	313
Gene_4252	protein_coding	1047	634	670	930	1277	544
Gene_4253	protein_coding	192	0	189	9807	5	274
Gene_4254	protein_coding	3596	3104	6155	1202	3255	1334
Gene_4255	lncRNA	199	360	223	229	156	385
Gene_4256	protein_coding	366	805	397	486	185	1186
Gene_4257	protein_coding	760	333	324	419	451	267
Gene_4258	protein_coding	1296	2351	129	67	200	22
Gene_4259	protein_coding	840	2695	2060	469	507	263
Gene_4260	protein_coding	2277	1862	1137	3250	982	1589
Gene_4261	protein_coding	835	564	1226	1221	1508	672
Gene_4262	lncRNA	1137	282	380	527	725	392
Gene_4263	protein_coding	723	603	848	803	935	1080
Gene_4264	protein_coding	2499	659	958	764	248	1736
Gene_4265	protein_coding	1521	6925	1065	4357	2678	1903
Gene_4266	lncRNA	509	55	61	1380	1720	709
Gene_4267	protein_coding	126	639	681	1385	875	1495
Gene_4268	pseudogene	2938	6104	1370	1169	1104	2305
Gene_4269	protein_coding	1367	2009	3920	1299	1577	4070
Gene_4270	lncRNA	417	741	462	200	322	435
Gene_4271	protein_coding	1258	474	293	1098	3574	210
Gene_4272	lncRNA	283	85	193	217	365	371
Gene_4273	protein_coding	1412	2149	1483	2232	937	1550
Gene_4274	protein_coding	921	1062	1404	1333	981	509
Gene_4275	protein_coding	57	1217	963	1021	1059	1329
Gene_4276	lncRNA	733	314	597	953	531	989
Gene_4277	pseudogene	990	977	1458	1433	3916	3255
Gene_4278	protein_coding	1816	1119	336	310	255	716
Gene_4279	pseudogene	1143	815	400	171	639	726
Gene_4280	protein_coding	1186	3454	385	2469	1819	1125
Gene_4281	protein_coding	802	689	1261	434	1048	497
Gene_4282	protein_coding	72	0	0	0	3	0
Gene_4283	protein_coding	1632	482	191	292	294	310
Gene_4284	protein_coding	1285	412	815	786	1076	660
Gene_4285	protein_coding	3001	933	853	1571	2252	1617
Gene_4286	pseudogene	388	989	738	1198	484	601
Gene_4287	protein_coding	112	85	544	253	108	311
Gene_4288	protein_coding	1447	1477	830	2125	933	1330
Gene_4289	pseudogene	609	2321	759	1320	221	237
Gene_4290	protein_coding	1665	1508	765	1564	156	787
Gene_4291	lncRNA	428	835	533	91	501	1130
Gene_4292	protein_coding	185	243	98	117	156	98
Gene_4293	protein_coding	255	483	1820	4016	530	2023
Gene_4294	lncRNA	179	54	69	455	227	46
Gene_4295	lncRNA	274	617	505	514	897	24
Gene_4296	protein_coding	1433	2342	1561	1756	1628	3114
